policy_id,insurance_price,minimal_payout,maximal_payout,duration_of_policy
928838,50,5000,439275,49
597517,100,10000,284654,313
914591,50,5000,143531,71
647123,350,35000,141917,64
897626,150,15000,490846,83
981406,200,20000,181698,316
774343,200,20000,469989,155
795614,150,15000,151225,57
879956,350,35000,219681,177
134429,50,5000,466031,328
324558,100,10000,400249,120
386186,200,20000,452799,229
393170,350,35000,394739,163
184435,350,35000,196964,362
390425,350,35000,346427,85
561428,100,10000,357609,100
354850,200,20000,489507,74
381987,200,20000,359216,75
933269,350,35000,348034,51
305011,150,15000,239695,299
834011,100,10000,476357,195
194043,150,15000,446921,22
969919,200,20000,406687,162
413145,150,15000,306915,323
544818,100,10000,252436,326
917716,100,10000,135843,279
866185,200,20000,191392,107
443333,350,35000,274460,25
943888,100,10000,118014,265
758136,200,20000,404722,33
215817,100,10000,146171,92
676384,150,15000,143742,352
319771,200,20000,296153,176
711007,50,5000,415466,143
841092,200,20000,341081,338
329382,200,20000,317754,177
238886,150,15000,422459,197
375064,100,10000,197066,352
351838,200,20000,440462,238
993338,150,15000,299690,10
339324,150,15000,240336,308
530875,100,10000,256372,232
905873,100,10000,330806,192
212908,350,35000,382641,240
664680,200,20000,404336,228
807905,100,10000,267471,43
336314,150,15000,112240,365
554028,350,35000,370936,293
756579,50,5000,493573,18
394822,350,35000,265354,289
697149,350,35000,236227,26
818024,100,10000,258576,283
292243,50,5000,283509,52
283612,150,15000,292380,9
871016,350,35000,386130,15
266148,50,5000,318786,163
847717,150,15000,249421,342
735840,150,15000,355072,128
616888,100,10000,212553,47
201452,100,10000,141981,353
242062,200,20000,273194,231
325210,350,35000,239676,255
507990,350,35000,195679,160
259482,100,10000,284652,315
475935,150,15000,444583,317
526131,150,15000,376526,1
826773,50,5000,457407,111
323940,150,15000,296179,217
427323,100,10000,274135,34
526745,150,15000,268934,221
772718,350,35000,436517,299
309655,100,10000,401530,9
195248,150,15000,262466,318
270107,100,10000,157472,5
817027,350,35000,258647,70
996206,100,10000,131929,34
659691,100,10000,495766,171
744225,200,20000,382879,252
982674,100,10000,165400,66
876494,150,15000,249421,81
698797,200,20000,414096,15
841765,350,35000,203392,124
487034,100,10000,118266,62
162571,50,5000,222940,38
494255,100,10000,441923,147
757048,200,20000,205441,336
605859,100,10000,242180,51
641411,350,35000,299444,135
591287,350,35000,177580,91
772125,100,10000,193270,162
384757,150,15000,427392,271
893496,350,35000,303199,289
612143,50,5000,245869,49
298179,150,15000,413180,113
750465,350,35000,104069,224
786856,350,35000,344384,48
809896,350,35000,327379,130
808693,350,35000,275242,299
976020,350,35000,259867,229
556201,50,5000,320655,4
695226,100,10000,368390,216
606648,100,10000,116139,16
737177,100,10000,266537,154
376414,150,15000,356398,345
714029,200,20000,261108,343
926392,350,35000,364224,126
788186,100,10000,324684,38
808113,100,10000,326085,350
390997,350,35000,306692,290
931665,200,20000,483465,361
723882,200,20000,306963,114
200670,200,20000,405211,345
941494,150,15000,303583,67
296913,50,5000,429861,84
666084,100,10000,109998,312
330443,200,20000,320230,361
593403,100,10000,291134,290
113987,350,35000,488772,207
978099,150,15000,143838,308
296611,50,5000,182261,111
670348,50,5000,385669,328
445016,350,35000,232218,28
247037,200,20000,321645,173
335734,350,35000,187372,112
408047,100,10000,209690,290
484965,150,15000,307484,98
111991,200,20000,369623,45
765063,150,15000,474017,112
398256,200,20000,471615,304
653031,200,20000,238128,321
168634,200,20000,255577,351
107020,200,20000,288761,263
768558,350,35000,402595,353
401384,50,5000,492988,225
518740,200,20000,249076,91
447884,350,35000,461109,333
723289,50,5000,119585,194
659137,200,20000,343995,289
268826,100,10000,482231,86
461227,50,5000,243407,218
782013,50,5000,394284,363
425624,350,35000,199855,135
335754,200,20000,229683,181
512943,350,35000,330207,236
607310,200,20000,436331,4
257781,200,20000,392943,314
923076,50,5000,438144,84
675863,200,20000,207927,344
430387,200,20000,446168,78
286060,350,35000,103549,320
700507,100,10000,166582,94
783847,350,35000,388988,358
516880,50,5000,158533,324
118720,350,35000,402934,278
930645,200,20000,400606,165
237694,50,5000,277867,297
248703,200,20000,272755,287
122734,50,5000,300074,186
633814,100,10000,431472,166
874247,50,5000,385546,177
395829,150,15000,186936,287
126427,100,10000,439898,270
355197,200,20000,159512,261
944728,200,20000,435154,125
950205,50,5000,311613,6
810874,350,35000,347261,217
569066,100,10000,478218,314
974172,150,15000,227451,103
811114,200,20000,453129,282
400633,350,35000,150476,77
192333,100,10000,211412,178
683704,100,10000,277214,184
115574,200,20000,299581,49
435742,350,35000,242323,236
733823,200,20000,287167,325
129842,100,10000,180502,93
891878,350,35000,422390,301
612373,100,10000,345214,106
658782,200,20000,476363,34
488315,200,20000,383098,157
943581,350,35000,442715,5
523147,50,5000,164925,246
947816,150,15000,451108,348
583500,100,10000,247079,179
234291,350,35000,161331,282
541586,100,10000,426896,152
912083,50,5000,191727,273
309245,350,35000,355484,301
196475,50,5000,343201,264
473083,100,10000,153620,98
825736,350,35000,208529,154
114001,350,35000,365805,119
530262,200,20000,181167,156
272565,350,35000,295289,296
463656,200,20000,474045,174
748922,350,35000,107527,25
707112,200,20000,323454,121
635578,50,5000,117339,328
121581,50,5000,243525,114
290951,200,20000,402902,216
107745,100,10000,263909,202
313737,100,10000,168924,40
663578,150,15000,441198,82
731789,150,15000,267027,227
613812,150,15000,442184,307
804696,50,5000,139566,312
690117,200,20000,456278,341
740722,350,35000,448242,322
983119,350,35000,117002,126
133954,50,5000,152037,15
906454,50,5000,122169,313
211108,150,15000,239931,222
751116,50,5000,434297,94
674723,100,10000,259671,207
406145,350,35000,452735,323
710094,100,10000,408869,196
602590,100,10000,204196,348
382818,200,20000,377750,53
426001,100,10000,473510,51
577479,150,15000,192878,206
600196,150,15000,293621,44
827716,100,10000,134662,251
572432,50,5000,349004,48
906129,200,20000,457718,99
684582,200,20000,263699,144
198954,100,10000,427988,313
513951,350,35000,291294,81
270104,100,10000,226441,94
916223,200,20000,251938,115
190027,50,5000,298067,134
321012,150,15000,410577,187
408077,350,35000,380191,106
114775,200,20000,421845,132
658731,150,15000,456208,111
585522,150,15000,260003,157
388033,150,15000,307961,311
113220,100,10000,315537,136
334073,150,15000,265884,360
469410,50,5000,243084,353
263715,150,15000,292576,154
399820,50,5000,482790,106
249975,200,20000,446350,65
999138,50,5000,315876,190
426121,350,35000,135722,211
854232,150,15000,274801,209
358359,200,20000,266541,262
882715,150,15000,185359,329
200183,150,15000,377963,36
311288,200,20000,309008,231
305235,200,20000,310200,29
824676,200,20000,376408,122
153361,50,5000,200023,115
509137,200,20000,394766,3
446216,100,10000,184179,229
444816,200,20000,492877,281
610244,50,5000,455718,294
130096,150,15000,181993,143
888573,350,35000,356969,280
318245,50,5000,370674,264
168982,50,5000,228107,57
285628,200,20000,318470,360
978870,350,35000,459090,245
993202,50,5000,253589,308
704053,350,35000,307650,254
350108,100,10000,453653,232
932263,350,35000,432766,35
299518,50,5000,178952,247
190972,200,20000,482652,131
923575,200,20000,440078,285
131166,50,5000,392003,285
953210,150,15000,377601,107
911291,100,10000,220186,164
479497,150,15000,153785,356
118856,100,10000,189086,301
273013,200,20000,374649,28
211900,150,15000,412510,64
849303,50,5000,144919,157
778978,100,10000,455690,215
512296,150,15000,409164,34
584182,350,35000,259108,101
195936,100,10000,468240,143
700531,50,5000,286168,245
739521,350,35000,478572,25
624303,50,5000,361299,365
434068,50,5000,481878,101
651087,350,35000,264482,193
342170,350,35000,427154,200
363612,350,35000,338850,50
665311,350,35000,318247,137
699532,350,35000,145678,200
356663,50,5000,480353,350
338910,100,10000,211458,280
497747,150,15000,144551,96
433905,100,10000,319841,170
685822,150,15000,327019,155
760057,350,35000,106683,351
482126,50,5000,152022,55
542380,200,20000,309167,205
362931,50,5000,143367,294
713652,150,15000,291362,182
532942,50,5000,197317,349
421092,350,35000,196107,74
430628,350,35000,316879,4
185947,100,10000,152301,160
437181,100,10000,483193,275
806045,50,5000,262155,48
379289,200,20000,393852,51
265109,50,5000,202892,142
754671,200,20000,156178,177
988737,50,5000,406197,320
443260,100,10000,415666,288
807153,150,15000,195317,278
822984,200,20000,179367,323
674577,200,20000,282775,324
319358,350,35000,114985,138
311018,50,5000,311823,237
642601,200,20000,414623,321
609539,150,15000,161923,340
212184,350,35000,466903,1
655288,100,10000,311019,286
523374,150,15000,240174,1
527004,100,10000,346192,166
594339,150,15000,476695,335
627047,200,20000,466269,4
433531,150,15000,157103,164
759767,150,15000,486743,163
255974,150,15000,180456,68
146110,50,5000,451703,192
424282,200,20000,403920,145
478979,100,10000,425533,344
743066,350,35000,475184,294
687633,350,35000,329947,324
239724,350,35000,310688,140
593301,150,15000,101306,41
576211,100,10000,483527,347
301126,50,5000,341980,265
601368,50,5000,329290,40
243044,350,35000,315402,60
276994,200,20000,287459,273
534230,350,35000,247510,202
929077,150,15000,219669,224
649140,200,20000,255342,4
540339,50,5000,125571,250
497458,200,20000,263984,267
582290,50,5000,341306,41
609568,200,20000,208766,195
437528,350,35000,473018,229
902447,150,15000,145969,258
264902,100,10000,174546,84
900569,100,10000,229210,248
788566,200,20000,395665,222
325200,50,5000,109585,238
402326,350,35000,293084,61
317351,100,10000,289341,102
808588,50,5000,392983,38
158143,150,15000,440712,86
705254,150,15000,486065,179
722835,200,20000,175440,112
551283,50,5000,467922,361
291563,350,35000,287425,177
580432,100,10000,499919,359
267098,50,5000,434379,97
362650,200,20000,167183,302
643774,200,20000,265158,142
448376,150,15000,336131,359
439151,350,35000,114250,305
338283,50,5000,237014,244
997706,50,5000,288550,321
187431,200,20000,477311,144
694768,350,35000,417828,248
286981,200,20000,315337,97
308360,200,20000,476504,214
990103,150,15000,431200,252
850858,50,5000,442754,191
347639,50,5000,162500,78
891123,350,35000,481751,288
651612,350,35000,212526,95
947763,50,5000,478810,199
981305,100,10000,175232,105
488296,50,5000,443430,302
252702,150,15000,352378,335
236409,150,15000,465014,213
930749,200,20000,175825,27
507536,100,10000,244154,90
365587,100,10000,303883,323
959033,200,20000,410183,91
904675,50,5000,379719,207
913915,350,35000,249366,142
889742,50,5000,353808,113
487839,100,10000,149462,149
368932,350,35000,410233,193
517834,150,15000,170282,135
472049,200,20000,175649,33
472497,150,15000,270470,18
282905,350,35000,371812,101
328874,150,15000,344186,365
216114,350,35000,428397,61
991515,150,15000,150416,82
286709,350,35000,267998,298
369491,50,5000,388455,223
111347,350,35000,411382,343
355069,150,15000,213066,91
387769,200,20000,220981,139
364566,150,15000,461181,310
524257,50,5000,120946,254
275046,50,5000,371534,346
555343,200,20000,107998,29
291114,350,35000,286547,312
968849,200,20000,173150,236
604582,150,15000,212277,127
381764,350,35000,207132,213
184798,50,5000,107190,105
814720,200,20000,181757,146
680517,350,35000,187719,43
677612,200,20000,258177,200
407842,350,35000,200230,206
328014,200,20000,186434,189
879823,150,15000,429778,199
294993,200,20000,222356,148
251414,50,5000,319707,280
241594,100,10000,215809,164
834341,200,20000,257378,44
384442,50,5000,192367,274
837074,350,35000,166628,166
155059,350,35000,345725,288
530636,50,5000,440911,15
532607,200,20000,373266,177
681656,350,35000,469015,7
105127,200,20000,245006,75
391054,350,35000,204814,109
588427,350,35000,244736,91
121100,200,20000,183513,302
804151,350,35000,436588,304
387692,350,35000,134430,126
125577,50,5000,435531,101
906114,150,15000,217388,140
363202,50,5000,201559,94
730316,200,20000,207429,269
344856,100,10000,124968,344
993223,50,5000,188599,322
361472,150,15000,277269,172
967737,200,20000,444205,1
862933,200,20000,286626,212
951440,200,20000,157125,24
541301,50,5000,181936,200
609006,350,35000,269301,360
645477,200,20000,406789,291
392617,100,10000,402183,299
829365,350,35000,492536,341
115330,200,20000,301688,42
300506,200,20000,314796,358
805115,350,35000,329535,125
220664,100,10000,171653,222
223464,50,5000,453274,92
688982,200,20000,205861,341
792515,50,5000,435324,155
183677,50,5000,176617,322
860330,100,10000,183666,158
554259,150,15000,344941,202
785520,350,35000,172276,313
353188,100,10000,226740,325
278992,150,15000,482842,296
973896,350,35000,415189,285
694162,100,10000,222529,207
922021,350,35000,228490,312
790139,150,15000,264261,29
413577,100,10000,245912,317
851346,50,5000,151720,43
848435,50,5000,421109,361
470020,150,15000,342651,25
147262,50,5000,392349,253
727395,150,15000,285314,329
908278,200,20000,170357,67
704394,350,35000,159229,70
393780,100,10000,448556,268
844213,50,5000,428442,267
835955,50,5000,285784,302
533689,100,10000,357556,25
384768,100,10000,370035,349
948519,200,20000,148224,279
501020,200,20000,176609,120
441187,200,20000,447001,331
948175,100,10000,183010,336
494321,50,5000,290946,76
554079,150,15000,493798,221
119933,200,20000,349750,342
830720,150,15000,464703,161
902460,100,10000,356835,80
787803,200,20000,327029,313
549988,350,35000,148111,215
625208,100,10000,202630,306
979895,150,15000,159500,272
654437,200,20000,277788,285
398905,350,35000,295611,94
753366,100,10000,151125,242
674275,100,10000,197542,57
318040,350,35000,467274,251
592862,50,5000,242216,131
587075,200,20000,341988,221
294722,50,5000,344818,317
718036,50,5000,356562,350
447678,100,10000,150283,158
182449,50,5000,235909,358
935308,200,20000,430870,305
102115,350,35000,223782,88
472425,50,5000,388335,175
495581,50,5000,241474,17
852707,100,10000,298174,205
564430,100,10000,353454,160
158698,50,5000,376938,83
617536,200,20000,320847,138
752398,100,10000,300165,125
978335,100,10000,181712,26
607759,200,20000,243147,248
332742,150,15000,226715,251
333351,150,15000,265528,248
889824,50,5000,446745,233
950749,150,15000,385858,278
971881,350,35000,185920,210
617272,50,5000,218395,346
577154,150,15000,483372,237
144767,200,20000,130939,289
353591,150,15000,198456,71
429256,50,5000,498550,279
332434,200,20000,137048,330
199952,50,5000,455029,23
621636,200,20000,486891,68
197271,200,20000,231411,270
522808,350,35000,367347,46
921336,200,20000,465702,335
729811,150,15000,169404,273
758336,150,15000,217425,43
690389,150,15000,305392,227
280830,150,15000,420540,42
577545,350,35000,359067,332
450768,50,5000,384269,101
922723,100,10000,215395,214
509943,200,20000,250991,348
818621,50,5000,393959,288
446089,350,35000,483350,212
692169,50,5000,199342,93
364605,50,5000,319609,74
281628,50,5000,478259,224
396026,150,15000,335483,162
898979,100,10000,129210,299
937653,350,35000,165814,285
880645,350,35000,376774,110
444678,100,10000,204357,199
329777,100,10000,485130,61
812053,350,35000,379181,20
266586,50,5000,203087,199
925084,150,15000,282909,157
565402,350,35000,210176,122
653019,150,15000,317770,278
349511,50,5000,396301,5
660185,150,15000,455416,249
496399,150,15000,233838,74
755206,150,15000,424269,264
401320,150,15000,197118,197
136352,200,20000,398011,152
754970,100,10000,355389,259
679127,350,35000,227502,156
373720,350,35000,249073,251
556666,100,10000,219995,45
577068,50,5000,210686,118
329711,50,5000,269820,69
921441,350,35000,481509,70
843410,350,35000,271162,315
219875,150,15000,286251,254
139149,100,10000,399909,311
430856,200,20000,323337,281
683931,50,5000,262525,62
739898,200,20000,360365,121
908877,50,5000,188667,109
340229,200,20000,438313,32
341309,100,10000,416817,266
366135,150,15000,496177,87
431977,350,35000,460147,19
129360,50,5000,320162,168
788967,200,20000,465894,4
274597,350,35000,466245,219
351846,150,15000,301214,207
546541,150,15000,101569,145
672708,150,15000,201599,317
740046,100,10000,279598,186
270590,100,10000,401110,173
910238,150,15000,124384,82
614716,100,10000,356080,240
256859,50,5000,129900,246
313813,100,10000,446837,208
988968,350,35000,469106,14
396686,100,10000,408376,118
890317,100,10000,169508,147
581772,100,10000,378299,27
436976,150,15000,358438,150
703799,200,20000,378012,37
356200,100,10000,136278,214
767256,100,10000,232939,54
598170,200,20000,352379,170
303812,50,5000,344347,231
723002,150,15000,116001,214
510453,150,15000,385808,128
692734,100,10000,146049,204
433912,350,35000,106726,130
156620,50,5000,212853,51
778210,350,35000,344702,340
753179,100,10000,246817,8
363038,50,5000,215212,291
689451,350,35000,121296,303
718230,200,20000,207827,173
643380,150,15000,466425,278
880371,150,15000,249567,363
804031,100,10000,431285,64
242223,100,10000,259963,70
962789,350,35000,359039,66
579436,200,20000,170044,219
492779,350,35000,412332,256
170595,50,5000,364032,45
918394,350,35000,312458,25
645984,50,5000,437867,304
858629,150,15000,308290,320
810297,200,20000,354941,337
272467,50,5000,170275,322
614108,200,20000,494018,110
825745,50,5000,173809,5
445665,200,20000,413888,134
866674,150,15000,442008,53
515189,350,35000,475650,184
545420,100,10000,355196,133
810598,200,20000,103539,210
508986,50,5000,241354,3
333796,350,35000,322926,310
435718,50,5000,230574,342
578547,50,5000,108678,2
952789,350,35000,337344,282
797273,350,35000,389415,103
993677,350,35000,422339,317
202006,150,15000,385884,342
360375,350,35000,167636,101
908955,50,5000,232640,79
871272,200,20000,255671,340
529409,350,35000,206233,48
237757,50,5000,399960,292
441514,350,35000,375759,361
483540,100,10000,422814,364
831811,150,15000,151438,159
809994,200,20000,272559,89
461520,50,5000,178192,180
622651,100,10000,316679,69
290855,350,35000,327841,263
891118,100,10000,170407,322
117658,100,10000,373498,322
518664,150,15000,499725,206
936992,100,10000,117866,358
926077,200,20000,352526,28
405382,50,5000,239850,64
111427,350,35000,263512,40
714655,200,20000,386871,324
481174,100,10000,195198,309
260748,50,5000,420896,23
376538,150,15000,294463,108
363679,200,20000,369203,278
754253,50,5000,487274,149
646392,50,5000,146308,152
413852,150,15000,464156,155
196823,200,20000,226682,206
719882,200,20000,205958,167
863236,200,20000,316280,106
792186,150,15000,495510,338
205188,100,10000,276409,161
216203,350,35000,205012,45
581096,50,5000,364078,154
369418,50,5000,154911,196
415596,100,10000,245722,232
616473,150,15000,172982,99
990636,150,15000,168014,312
386924,350,35000,307677,119
121109,200,20000,227683,89
188696,100,10000,385666,284
190427,50,5000,166072,347
648335,200,20000,116325,284
144302,100,10000,224413,76
294561,100,10000,471225,56
741237,150,15000,196095,179
977437,100,10000,166915,210
889757,50,5000,134722,344
687556,150,15000,420282,360
980966,50,5000,482294,32
297026,200,20000,371795,54
806342,50,5000,329230,278
237843,50,5000,246240,271
771050,350,35000,324794,144
964565,200,20000,218390,89
138318,50,5000,173922,45
128504,50,5000,352204,138
845248,150,15000,387686,177
691129,350,35000,261502,311
259082,150,15000,414630,292
553821,350,35000,468435,53
500494,200,20000,255796,229
970855,200,20000,249929,252
675437,100,10000,377888,98
268790,150,15000,472162,98
395348,150,15000,408456,237
524884,150,15000,337179,194
238725,350,35000,293047,236
906600,200,20000,318837,186
712268,150,15000,435914,270
657236,100,10000,455709,362
386821,200,20000,132558,362
188538,50,5000,101975,288
526523,100,10000,350398,312
280622,50,5000,119506,206
863781,150,15000,288990,266
104853,100,10000,319434,94
594138,350,35000,400810,40
219804,350,35000,181916,224
912532,50,5000,350825,321
956990,50,5000,212164,195
242224,200,20000,260866,189
882098,200,20000,490209,364
376694,200,20000,411195,338
704021,200,20000,445566,118
165282,50,5000,463029,341
712133,150,15000,402846,20
958982,100,10000,474224,233
554817,100,10000,479571,24
606666,100,10000,288833,268
585823,50,5000,126320,212
696439,100,10000,160135,72
360578,350,35000,325717,327
372682,200,20000,312559,227
898027,50,5000,125862,259
151083,200,20000,176101,341
664788,50,5000,327078,341
845106,50,5000,309417,48
192197,200,20000,273018,93
595178,50,5000,468072,201
525802,350,35000,356657,191
105686,200,20000,382016,266
120216,50,5000,313977,265
136129,350,35000,162790,109
987883,150,15000,186950,350
585045,50,5000,269275,64
308938,100,10000,440130,41
911692,50,5000,284384,274
129590,350,35000,251477,157
106782,50,5000,375293,154
321597,150,15000,423805,274
295113,50,5000,247477,7
183349,350,35000,347613,79
291967,100,10000,309976,273
320454,150,15000,238113,192
310616,150,15000,256235,349
560268,150,15000,469670,322
662563,100,10000,169546,329
469554,50,5000,373620,53
245793,100,10000,139771,246
506445,200,20000,150812,76
871326,50,5000,444864,141
859484,200,20000,283405,40
868228,150,15000,494908,176
242366,200,20000,471004,119
255249,150,15000,263109,56
207076,100,10000,222507,252
328145,100,10000,324334,59
186391,100,10000,121255,302
708258,200,20000,387819,273
786711,350,35000,170085,338
789030,200,20000,321160,343
250083,200,20000,322451,304
868575,150,15000,385486,54
582441,50,5000,457795,195
577284,50,5000,192675,8
660359,200,20000,234800,200
365543,100,10000,465085,15
788524,50,5000,270437,246
830069,150,15000,467433,3
747537,350,35000,400069,103
111299,200,20000,322339,326
264464,350,35000,134705,230
880226,150,15000,371369,124
192426,350,35000,463260,293
473930,100,10000,474708,230
668707,350,35000,110053,261
696534,100,10000,152308,260
253378,350,35000,369096,83
517023,350,35000,434666,292
856472,150,15000,404349,101
915902,350,35000,100853,342
887930,50,5000,494143,246
690368,50,5000,367757,256
194124,350,35000,354728,241
355156,100,10000,115289,36
778591,50,5000,468822,56
957933,100,10000,391229,326
591125,350,35000,444798,19
122003,100,10000,492982,21
917236,100,10000,157910,281
595921,350,35000,451507,134
373484,350,35000,221720,128
541697,350,35000,281200,282
627983,150,15000,429997,209
721645,350,35000,287632,180
502201,150,15000,210832,108
903716,200,20000,319329,127
487817,200,20000,191688,69
394857,100,10000,438803,128
584082,50,5000,467006,56
873935,100,10000,267663,156
117164,350,35000,328961,48
464758,100,10000,221951,62
223880,100,10000,428829,34
703169,150,15000,219143,98
617713,350,35000,486948,39
503407,200,20000,270891,105
224902,50,5000,346817,343
963257,100,10000,107123,64
276123,150,15000,169990,176
563284,200,20000,172213,122
392816,100,10000,322519,237
619012,200,20000,450011,365
940337,200,20000,155236,338
596132,150,15000,370038,183
318912,350,35000,204690,104
280696,200,20000,388838,95
594822,350,35000,395870,359
667859,100,10000,253311,296
369614,100,10000,394246,272
593142,50,5000,175309,259
104428,350,35000,119713,161
269324,200,20000,152265,280
227050,100,10000,147200,86
586682,100,10000,395027,196
518553,50,5000,217554,33
420321,50,5000,121857,120
518456,350,35000,231208,238
894255,350,35000,265118,186
724142,200,20000,489136,360
392828,200,20000,131429,292
979609,200,20000,448058,305
866214,350,35000,430835,327
435179,100,10000,210812,38
727305,200,20000,135261,291
249384,150,15000,227363,234
993252,100,10000,129198,21
909196,200,20000,162772,292
344986,50,5000,234635,37
754542,50,5000,184997,97
646323,350,35000,152734,128
556563,350,35000,197252,55
647332,150,15000,354491,10
911347,150,15000,125057,34
307104,150,15000,180865,288
151043,150,15000,307066,22
705362,100,10000,198144,357
577213,200,20000,338140,292
276509,350,35000,190694,347
304689,350,35000,283875,166
301777,150,15000,102821,28
549019,350,35000,215958,99
700212,350,35000,321033,100
815128,100,10000,384326,162
782591,350,35000,381062,211
351379,350,35000,148822,167
873730,150,15000,215565,143
269217,100,10000,163112,275
981302,100,10000,479925,31
751554,200,20000,373971,243
884473,100,10000,314943,36
601020,200,20000,196743,34
484857,150,15000,384811,271
622960,150,15000,460058,363
283727,100,10000,120612,35
630942,100,10000,130834,131
373658,200,20000,485651,230
219191,150,15000,420113,175
708118,350,35000,374634,348
460065,350,35000,495885,45
236032,200,20000,455238,196
168351,200,20000,152297,324
398224,150,15000,191065,296
357634,200,20000,201896,47
526925,150,15000,464149,240
690721,100,10000,330167,332
807013,200,20000,358691,339
822175,350,35000,449764,177
325778,50,5000,449208,79
524995,350,35000,157358,83
358800,50,5000,434903,66
683351,150,15000,245870,60
518411,200,20000,225053,66
350102,150,15000,418127,58
634335,50,5000,145536,180
608912,350,35000,158213,229
626747,50,5000,230643,64
897924,100,10000,497007,320
697314,350,35000,322976,233
645063,100,10000,324470,249
505868,50,5000,499093,304
419217,200,20000,158158,248
604233,200,20000,178412,72
897305,200,20000,128391,85
996342,50,5000,258949,155
482726,350,35000,233747,134
811525,350,35000,136884,305
455682,100,10000,294996,286
100346,350,35000,307514,257
888468,50,5000,226354,300
424790,200,20000,123520,339
662550,200,20000,323902,107
866567,200,20000,454298,92
733431,200,20000,287759,350
761591,50,5000,218967,351
507809,150,15000,384710,313
940915,50,5000,253744,135
736314,100,10000,163698,76
956036,150,15000,309699,325
287941,50,5000,441641,37
959829,100,10000,115820,208
518379,50,5000,313167,221
963182,100,10000,254069,41
966452,50,5000,206648,43
507515,100,10000,146457,219
971800,100,10000,334335,187
390988,100,10000,276571,24
805345,150,15000,482788,193
744192,150,15000,227421,103
740770,200,20000,177456,312
784725,200,20000,296595,147
629968,200,20000,138844,302
596267,100,10000,210309,280
468254,150,15000,307981,286
857806,50,5000,399883,316
928648,150,15000,147781,216
746941,100,10000,117250,191
537237,150,15000,293127,327
441304,350,35000,127421,204
219158,350,35000,274622,203
990680,50,5000,482932,248
233474,150,15000,444138,36
557875,200,20000,190219,287
617147,100,10000,254457,31
337344,350,35000,215110,180
411531,200,20000,260461,171
233262,100,10000,489825,304
880599,100,10000,141688,138
463742,100,10000,274867,224
593064,350,35000,300164,120
948863,100,10000,357121,44
581520,350,35000,114839,50
346527,200,20000,166537,278
635836,50,5000,194485,238
625311,350,35000,430937,50
219224,150,15000,463327,173
409535,200,20000,325762,109
765876,50,5000,458462,35
754183,150,15000,257587,166
382758,350,35000,329233,291
605339,50,5000,275917,87
687855,50,5000,206901,337
804050,50,5000,377514,233
816690,150,15000,449964,280
465722,100,10000,337432,270
535085,100,10000,180732,75
570981,50,5000,438503,336
858663,50,5000,254419,255
365455,200,20000,135806,231
250716,200,20000,363467,324
161052,150,15000,237262,114
916460,200,20000,327593,227
389839,350,35000,172892,193
248924,50,5000,461367,53
421750,50,5000,275198,44
963830,150,15000,357670,215
511162,50,5000,143805,298
103673,350,35000,328666,17
422801,350,35000,240169,33
760651,200,20000,448414,98
580291,150,15000,185417,63
770469,150,15000,133087,183
912976,350,35000,293804,61
753194,200,20000,322548,224
817477,150,15000,221611,288
575443,100,10000,128941,188
660265,50,5000,251264,88
466334,50,5000,296536,269
955453,50,5000,491449,277
431766,100,10000,383476,61
936811,100,10000,439431,67
249354,200,20000,437631,222
130390,100,10000,379211,288
463213,100,10000,168120,46
570475,200,20000,294020,249
209894,350,35000,140904,87
388059,50,5000,312202,6
985484,200,20000,154586,117
618590,50,5000,175466,29
630074,150,15000,199377,119
491733,350,35000,106225,12
525313,50,5000,227817,347
642585,200,20000,425141,87
703928,100,10000,317650,146
417467,350,35000,301377,139
852220,350,35000,129154,96
976225,50,5000,207886,151
295278,200,20000,361441,199
542264,150,15000,437286,141
837914,50,5000,111517,69
983558,350,35000,253888,352
508438,350,35000,488725,8
254301,100,10000,204608,42
146186,150,15000,470730,228
571822,200,20000,121436,32
136273,100,10000,414379,161
780622,150,15000,135352,160
441919,200,20000,233151,136
965570,150,15000,469021,21
636589,150,15000,426239,147
986663,50,5000,468441,337
166621,350,35000,218458,73
300306,350,35000,124594,83
181969,350,35000,321998,102
953413,100,10000,471681,136
552908,350,35000,393377,180
279628,50,5000,239643,32
957696,200,20000,107159,292
433627,200,20000,313267,100
542791,200,20000,374247,305
299746,200,20000,391998,143
505068,100,10000,450721,333
606816,100,10000,154820,353
760281,350,35000,121173,130
967292,100,10000,473414,361
673438,200,20000,303181,89
468700,150,15000,482594,7
685878,150,15000,124365,353
586249,200,20000,462675,290
620384,350,35000,340957,183
734013,150,15000,259566,93
834984,350,35000,319527,230
151559,150,15000,475109,302
566949,350,35000,304976,182
502468,200,20000,131310,165
922914,350,35000,288380,19
612675,350,35000,496723,63
770074,200,20000,150217,193
151645,350,35000,494736,314
315269,100,10000,492167,5
604292,200,20000,138162,27
545779,150,15000,495998,116
488211,200,20000,251056,153
305467,50,5000,125871,253
272618,150,15000,119599,283
210525,200,20000,373405,26
121233,50,5000,299943,195
441476,100,10000,224335,261
203157,150,15000,129275,339
102246,350,35000,101860,132
290227,50,5000,278930,223
494113,350,35000,393675,47
952680,100,10000,469221,140
927735,200,20000,350851,230
438254,350,35000,467794,78
218167,100,10000,106854,295
820190,350,35000,411260,320
865305,150,15000,138086,18
637170,200,20000,124980,244
809833,50,5000,145988,86
637069,100,10000,356778,5
671329,150,15000,408640,38
843953,150,15000,198204,5
948837,150,15000,378801,268
194139,50,5000,176634,111
